                                    USC Unified CodeCount (UCC)                                    
                    (c) Copyright 1998 - 2013 University of Southern California                    

                                   CYCLOMATIC COMPLEXITY RESULTS                                   
                             Generated by UCC v.2014.08f on 10 17 2015                             
                        GUCC -outdir D:\Development\ucc_2014.08zf\count_out                        

                                          RESULTS BY FILE                                          

Cyclomatic Complexity
Total(CC1),Total(CC2),Total(CC3),Average(CC1),Risk,File Name
1,1,1,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
4,5,4,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
4,5,4,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,5,1,Low,Phaser.Sprite,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,Phaser.Sprite.prototype.preUpdate,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,5,1,Low,Phaser.Image,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,Phaser.Image.prototype.preUpdate,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,7,1,Low,Phaser.TileSprite,D:\Development\GitHub\Space_Invaders\source\phaser.js
3,5,3,Low,Phaser.TileSprite.prototype.preUpdate,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,Phaser.TileSprite.prototype.autoScroll,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,Phaser.TileSprite.prototype.stopScroll,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,Phaser.TileSprite.prototype.destroy,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,Phaser.TileSprite.prototype.reset,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,5,1,Low,Phaser.Rope,D:\Development\GitHub\Space_Invaders\source\phaser.js
3,5,3,Low,Phaser.Rope.prototype.preUpdate,D:\Development\GitHub\Space_Invaders\source\phaser.js
2,2,2,Low,Phaser.Rope.prototype.update,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,Phaser.Rope.prototype.reset,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
2,3,2,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
2,2,2,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
2,7,2,Low,Phaser.Button,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,Phaser.Button.prototype.clearFrames,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,Phaser.Button.prototype.removedFromWorld,D:\Development\GitHub\Space_Invaders\source\phaser.js
3,3,3,Low,Phaser.Button.prototype.setStateFrame,D:\Development\GitHub\Space_Invaders\source\phaser.js
4,4,4,Low,Phaser.Button.prototype.changeStateFrame,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,Phaser.Button.prototype.setFrames,D:\Development\GitHub\Space_Invaders\source\phaser.js
3,4,3,Low,Phaser.Button.prototype.setStateSound,D:\Development\GitHub\Space_Invaders\source\phaser.js
2,2,2,Low,Phaser.Button.prototype.playStateSound,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,Phaser.Button.prototype.setSounds,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,Phaser.Button.prototype.setOverSound,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,Phaser.Button.prototype.setOutSound,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,Phaser.Button.prototype.setDownSound,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,Phaser.Button.prototype.setUpSound,D:\Development\GitHub\Space_Invaders\source\phaser.js
4,5,4,Low,Phaser.Button.prototype.onInputOverHandler,D:\Development\GitHub\Space_Invaders\source\phaser.js
2,2,2,Low,Phaser.Button.prototype.onInputOutHandler,D:\Development\GitHub\Space_Invaders\source\phaser.js
2,2,2,Low,Phaser.Button.prototype.onInputDownHandler,D:\Development\GitHub\Space_Invaders\source\phaser.js
6,6,6,Low,Phaser.Button.prototype.onInputUpHandler,D:\Development\GitHub\Space_Invaders\source\phaser.js
2,3,2,Low,Phaser.SpriteBatch,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,Phaser.Particle,D:\Development\GitHub\Space_Invaders\source\phaser.js
4,4,4,Low,Phaser.Particle.prototype.update,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,Phaser.Particle.prototype.onEmit,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,Phaser.Particle.prototype.setAlphaData,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,Phaser.Particle.prototype.setScaleData,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,Phaser.Particle.prototype.reset,D:\Development\GitHub\Space_Invaders\source\phaser.js
7,9,7,Low,Phaser.BitmapData,D:\Development\GitHub\Space_Invaders\source\phaser.js
2,2,2,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
2,2,2,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
2,2,2,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
4,4,4,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
3,3,3,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
5,5,5,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
2,2,2,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
2,3,2,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
7,7,7,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
9,11,9,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
9,9,9,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
5,6,5,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
11,16,11,Medium,,D:\Development\GitHub\Space_Invaders\source\phaser.js
11,16,11,Medium,,D:\Development\GitHub\Space_Invaders\source\phaser.js
5,8,5,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
2,2,2,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
2,5,2,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
11,16,11,Medium,,D:\Development\GitHub\Space_Invaders\source\phaser.js
3,3,3,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,3,1,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
30,46,30,High,,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
2,2,2,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
6,11,6,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
2,6,2,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
3,5,3,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
8,10,8,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
2,2,2,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
7,7,7,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
2,2,2,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
3,3,3,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
5,6,5,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
2,3,2,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
7,7,7,Low,Phaser.BitmapData.getTransform,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,PIXI.Graphics,D:\Development\GitHub\Space_Invaders\source\phaser.js
4,5,4,Low,PIXI.Graphics.prototype.lineStyle,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,PIXI.Graphics.prototype.moveTo,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,PIXI.Graphics.prototype.lineTo,D:\Development\GitHub\Space_Invaders\source\phaser.js
4,4,4,Low,PIXI.Graphics.prototype.quadraticCurveTo,D:\Development\GitHub\Space_Invaders\source\phaser.js
3,3,3,Low,PIXI.Graphics.prototype.bezierCurveTo,D:\Development\GitHub\Space_Invaders\source\phaser.js
4,6,4,Low,PIXI.Graphics.prototype.arcTo,D:\Development\GitHub\Space_Invaders\source\phaser.js
8,11,8,Low,PIXI.Graphics.prototype.arc,D:\Development\GitHub\Space_Invaders\source\phaser.js
4,5,4,Low,PIXI.Graphics.prototype.beginFill,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,PIXI.Graphics.prototype.endFill,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,PIXI.Graphics.prototype.drawRect,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,PIXI.Graphics.prototype.drawRoundedRect,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,PIXI.Graphics.prototype.drawCircle,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,PIXI.Graphics.prototype.drawEllipse,D:\Development\GitHub\Space_Invaders\source\phaser.js
3,3,3,Low,PIXI.Graphics.prototype.drawPolygon,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,PIXI.Graphics.prototype.clear,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,PIXI.Graphics.prototype.generateTexture,D:\Development\GitHub\Space_Invaders\source\phaser.js
11,12,11,Medium,PIXI.Graphics.prototype._renderWebGL,D:\Development\GitHub\Space_Invaders\source\phaser.js
8,9,8,Low,PIXI.Graphics.prototype._renderCanvas,D:\Development\GitHub\Space_Invaders\source\phaser.js
15,16,15,Medium,PIXI.Graphics.prototype.getBounds,D:\Development\GitHub\Space_Invaders\source\phaser.js
5,5,5,Low,PIXI.Graphics.prototype.containsPoint,D:\Development\GitHub\Space_Invaders\source\phaser.js
25,26,25,High,PIXI.Graphics.prototype.updateLocalBounds,D:\Development\GitHub\Space_Invaders\source\phaser.js
2,2,2,Low,PIXI.Graphics.prototype._generateCachedSprite,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,PIXI.Graphics.prototype.updateCachedSpriteTexture,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,PIXI.Graphics.prototype.destroyCachedSprite,D:\Development\GitHub\Space_Invaders\source\phaser.js
4,4,4,Low,PIXI.Graphics.prototype.drawShape,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
2,2,2,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,PIXI.GraphicsData,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,PIXI.GraphicsData.prototype.clone,D:\Development\GitHub\Space_Invaders\source\phaser.js
3,3,3,Low,Phaser.Graphics,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,Phaser.Graphics.prototype.preUpdate,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,Phaser.Graphics.prototype.destroy,D:\Development\GitHub\Space_Invaders\source\phaser.js
4,4,4,Low,Phaser.Graphics.prototype.drawTriangle,D:\Development\GitHub\Space_Invaders\source\phaser.js
11,11,11,Medium,Phaser.Graphics.prototype.drawTriangles,D:\Development\GitHub\Space_Invaders\source\phaser.js
4,4,4,Low,Phaser.RenderTexture,D:\Development\GitHub\Space_Invaders\source\phaser.js
2,2,2,Low,Phaser.RenderTexture.prototype.renderXY,D:\Development\GitHub\Space_Invaders\source\phaser.js
2,2,2,Low,Phaser.RenderTexture.prototype.renderRawXY,D:\Development\GitHub\Space_Invaders\source\phaser.js
3,4,3,Low,Phaser.RenderTexture.prototype.render,D:\Development\GitHub\Space_Invaders\source\phaser.js
3,7,3,Low,Phaser.Text,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,Phaser.Text.prototype.preUpdate,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,Phaser.Text.prototype.update,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,Phaser.Text.prototype.destroy,D:\Development\GitHub\Space_Invaders\source\phaser.js
7,7,7,Low,Phaser.Text.prototype.setShadow,D:\Development\GitHub\Space_Invaders\source\phaser.js
6,22,6,Low,Phaser.Text.prototype.setStyle,D:\Development\GitHub\Space_Invaders\source\phaser.js
22,27,22,High,Phaser.Text.prototype.updateText,D:\Development\GitHub\Space_Invaders\source\phaser.js
7,7,7,Low,Phaser.Text.prototype.renderTabLine,D:\Development\GitHub\Space_Invaders\source\phaser.js
2,2,2,Low,Phaser.Text.prototype.updateShadow,D:\Development\GitHub\Space_Invaders\source\phaser.js
9,11,9,Low,Phaser.Text.prototype.updateLine,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,Phaser.Text.prototype.clearColors,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,Phaser.Text.prototype.clearFontValues,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,Phaser.Text.prototype.addColor,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,Phaser.Text.prototype.addStrokeColor,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,Phaser.Text.prototype.addFontStyle,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,Phaser.Text.prototype.addFontWeight,D:\Development\GitHub\Space_Invaders\source\phaser.js
6,6,6,Low,Phaser.Text.prototype.runWordWrap,D:\Development\GitHub\Space_Invaders\source\phaser.js
3,3,3,Low,Phaser.Text.prototype.updateFont,D:\Development\GitHub\Space_Invaders\source\phaser.js
2,6,2,Low,Phaser.Text.prototype.fontToComponents,D:\Development\GitHub\Space_Invaders\source\phaser.js
7,11,7,Low,Phaser.Text.prototype.componentsToFont,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,2,1,Low,Phaser.Text.prototype.setText,D:\Development\GitHub\Space_Invaders\source\phaser.js
6,6,6,Low,Phaser.Text.prototype.parseList,D:\Development\GitHub\Space_Invaders\source\phaser.js
4,4,4,Low,Phaser.Text.prototype.setTextBounds,D:\Development\GitHub\Space_Invaders\source\phaser.js
6,7,6,Low,Phaser.Text.prototype.updateTexture,D:\Development\GitHub\Space_Invaders\source\phaser.js
2,2,2,Low,Phaser.Text.prototype._renderWebGL,D:\Development\GitHub\Space_Invaders\source\phaser.js
2,2,2,Low,Phaser.Text.prototype._renderCanvas,D:\Development\GitHub\Space_Invaders\source\phaser.js
11,11,11,Medium,Phaser.Text.prototype.determineFontProperties,D:\Development\GitHub\Space_Invaders\source\phaser.js
2,2,2,Low,Phaser.Text.prototype.getBounds,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
3,4,3,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,6,1,Low,Phaser.BitmapText,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,Phaser.BitmapText.prototype.preUpdate,D:\Development\GitHub\Space_Invaders\source\phaser.js
3,5,3,Low,Phaser.BitmapText.prototype.postUpdate,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,Phaser.BitmapText.prototype.setText,D:\Development\GitHub\Space_Invaders\source\phaser.js
9,12,9,Low,Phaser.BitmapText.prototype.scanLine,D:\Development\GitHub\Space_Invaders\source\phaser.js
11,11,11,Medium,Phaser.BitmapText.prototype.updateText,D:\Development\GitHub\Space_Invaders\source\phaser.js
3,3,3,Low,Phaser.BitmapText.prototype.purgeGlyphs,D:\Development\GitHub\Space_Invaders\source\phaser.js
2,3,2,Low,Phaser.BitmapText.prototype.updateTransform,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
2,5,2,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
2,2,2,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
2,2,2,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
2,3,2,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
2,3,2,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
2,2,2,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
2,2,2,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
5,10,5,Low,Phaser.RetroFont,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,Phaser.RetroFont.prototype.setFixedWidth,D:\Development\GitHub\Space_Invaders\source\phaser.js
3,7,3,Low,Phaser.RetroFont.prototype.setText,D:\Development\GitHub\Space_Invaders\source\phaser.js
11,11,11,Medium,Phaser.RetroFont.prototype.buildRetroFontText,D:\Development\GitHub\Space_Invaders\source\phaser.js
5,5,5,Low,Phaser.RetroFont.prototype.pasteLine,D:\Development\GitHub\Space_Invaders\source\phaser.js
4,4,4,Low,Phaser.RetroFont.prototype.getLongestLine,D:\Development\GitHub\Space_Invaders\source\phaser.js
3,5,3,Low,Phaser.RetroFont.prototype.removeUnsupportedCharacters,D:\Development\GitHub\Space_Invaders\source\phaser.js
3,4,3,Low,Phaser.RetroFont.prototype.updateOffset,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
3,3,3,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,5,1,Low,Phaser.Rope,D:\Development\GitHub\Space_Invaders\source\phaser.js
3,5,3,Low,Phaser.Rope.prototype.preUpdate,D:\Development\GitHub\Space_Invaders\source\phaser.js
2,2,2,Low,Phaser.Rope.prototype.update,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,Phaser.Rope.prototype.reset,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
2,3,2,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
2,2,2,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,7,1,Low,Phaser.TileSprite,D:\Development\GitHub\Space_Invaders\source\phaser.js
3,5,3,Low,Phaser.TileSprite.prototype.preUpdate,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,Phaser.TileSprite.prototype.autoScroll,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,Phaser.TileSprite.prototype.stopScroll,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,Phaser.TileSprite.prototype.destroy,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,Phaser.TileSprite.prototype.reset,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,Phaser.Device,D:\Development\GitHub\Space_Invaders\source\phaser.js
5,11,5,Low,Phaser.Device.whenReady,D:\Development\GitHub\Space_Invaders\source\phaser.js
4,4,4,Low,Phaser.Device._readyCheck,D:\Development\GitHub\Space_Invaders\source\phaser.js
37,56,37,High,Phaser.Device._initialize,D:\Development\GitHub\Space_Invaders\source\phaser.js
12,21,12,Medium,_checkOS,D:\Development\GitHub\Space_Invaders\source\phaser.js
5,21,5,Low,_checkFeatures,D:\Development\GitHub\Space_Invaders\source\phaser.js
7,13,7,Low,_checkInput,D:\Development\GitHub\Space_Invaders\source\phaser.js
7,8,7,Low,_checkFullScreenSupport,D:\Development\GitHub\Space_Invaders\source\phaser.js
21,26,21,High,_checkBrowser,D:\Development\GitHub\Space_Invaders\source\phaser.js
8,8,8,Low,_checkVideo,D:\Development\GitHub\Space_Invaders\source\phaser.js
7,14,7,Low,Phaser.Device.canPlayAudio,D:\Development\GitHub\Space_Invaders\source\phaser.js
5,12,5,Low,Phaser.Device.canPlayVideo,D:\Development\GitHub\Space_Invaders\source\phaser.js
5,6,5,Low,Phaser.Device.isConsoleOpen,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,2,1,Low,Phaser.Device.isAndroidStockBrowser,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
4,6,4,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,2,1,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
5,5,5,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,5,1,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
13,18,13,Medium,,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
3,6,3,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,2,1,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,2,1,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,2,1,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
7,9,7,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
2,2,2,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
3,3,3,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,5,1,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
4,7,4,Low,Phaser.RequestAnimationFrame,D:\Development\GitHub\Space_Invaders\source\phaser.js
2,3,2,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
2,2,2,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
2,2,2,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
2,2,2,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
2,2,2,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
2,2,2,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
2,2,2,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
3,3,3,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
3,3,3,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
3,3,3,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
3,3,3,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
3,3,3,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
3,3,3,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
2,2,2,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
3,3,3,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
1,1,1,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
4,5,4,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
4,5,4,Low,,D:\Development\GitHub\Space_Invaders\source\phaser.js
